"","Year","Date","Location","Plotnumber","Cultivar","Nitrogen","Irrigation","Shadow","Tshort","Height1","Height2","Height3","SPAD1","SPAD2","SPAD3","SPAD4","Yield_gross_t.ha","Yield_netto.35_t.ha","nr_tubers_m2","nr_tubers.35_m2","Yield_0.35_t.ha","Yield_0.35_nr.m2","Yield_35.45_t.ha","Yield_35.45_nr.m2","Yield_45.50_t.ha","Yield_45.50_nr.m2","Yield_50.60_t.ha","Yield_50.60nr.m2","Yield.60_t.ha","Yield.60_nr.m2","misshapen_t.ha","misshapen_nr.m2","rotten_t.ha","rotten_nr.m2","green_t.ha","green_nr.m2","growthissues_t.ha","growthissues_nr.m2","average_tuber_weight..g.","NrStems15","StemFW","StemDW","ReproFW","ReproDW","LeavesFW","LeavesDW","SLA","SLW","LAI","FW_Yield_35_t.ha","FW_Yield_35_nr.m2","Tubers_discarded_t_ha","Tubers_discarded_nr_m2","FWyield","tubersFW","tubersDW","tuberDMpercentage","nrtubers_m2","SPAD5","SPAD6","St_length1","St_length2","St_length3","St_length4","St_length5","St_length6","St_length7","St_length8","St_length9","St_length10","St_length_av","notes","rootsFW","rootsDW","Avstems","NrStemsTotal","NrStems50","nrtubers"
"1",2020,2020-06-02,"V",1,"C6","N2","W2",NA,"C6N2W2",0.37,0.37,0.41,37.4,40,45.3,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1880341880342,1193.63875103391,71.2440328488716,1.04416282642089,NA,3692.40071487652,363.930905116389,190.921502561208,0.0052377547137699,0.694822352332815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020,2020-06-02,"V",2,"C4","N2","W1",NA,"C4N2W1",0.36,0.34,0.34,37.1,31.5,45.6,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8412698412698,972.404299429081,65.3126441914118,13.0369661595382,NA,2741.6612020115,296.527073432633,163.542418346133,0.00611462157715881,0.484947546942742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020,2020-06-02,"V",3,"C4","N1","W2",NA,"C4N1W2",0.41,0.4,0.41,43.2,40.2,40.6,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4353741496599,1970.17110478058,115.306352838618,15.4760254673952,NA,5022.26915736546,NA,NA,NA,0.885237213520975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020,2020-06-02,"V",4,"C5","N1","W1",NA,"C5N1W1",0.34,0.33,0.31,45.3,48.3,45.3,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6328502415459,687.349758531204,42.0201385901368,3.41858754631621,NA,3712.22997243,351.900855548925,173.340388241591,0.00576899596305428,0.609986309233987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020,2020-06-02,"V",5,"C5","N2","W1",NA,"C5N2W1",0.33,0.36,0.31,42.4,45.1,48.5,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.7777777777778,987.913106655042,58.3988043342882,6.0318013866401,NA,4337.00228338938,407.420766388508,176.725629926745,0.00565848881350437,0.720016915852464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020,2020-06-02,"V",6,"C6","N1","W2",NA,"C6N1W2",0.43,0.41,0.41,34.6,41.2,39,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8518518518518,1390.5869233647,81.2932746266079,4.18645140867363,NA,4373.92831448387,413.393047281936,186.753029106008,0.00535466548942754,0.772024037912649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020,2020-06-02,"V",7,"C4","N2","W2",NA,"C4N2W2",0.55,0.53,0.48,44.6,45.9,46.5,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7777777777778,2173.04762600438,129.635573411249,20.2769174579985,NA,5939.84577550523,NA,NA,NA,1.02453131024793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020,2020-06-02,"V",8,"C6","N1","W1",NA,"C6N1W1",0.35,0.4,0.39,41.5,45.5,35.3,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7464387464387,1260.06168404095,78.7872396761513,5.34150777465432,NA,3862.91165378282,369.832644547629,195.402110158035,0.00511765200074469,0.72266079149933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020,2020-06-02,"V",9,"C5","N2","W2",NA,"C5N2W2",0.25,0.36,0.35,52.5,47.1,47,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7535981577432,738.006235097625,44.6733272897222,0,NA,3389.50803797412,324.903444542104,163.173937602796,0.00612842966647182,0.53015774386647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020,2020-06-02,"V",10,"C4","N1","W1",NA,"C4N1W1",0.45,0.34,0.41,45.1,42,45.7,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1358024691358,1600.57869845138,91.3506216414322,12.1140524111657,NA,4245.63251957365,386.659220041925,187.808709343055,0.005324566701395,0.726179690716661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020,2020-06-02,"V",11,"C6","N2","W1",NA,"C6N2W1",0.37,0.37,0.46,42.5,39.4,42.6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6013071895425,1271.60572161517,76.1894107905376,0,NA,4004.17681154714,387.110524806113,185.167590769065,0.00540051310192379,0.716803232396966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020,2020-06-02,"V",12,"C5","N1","W2",NA,"C5N1W2",0.27,0.3,0.37,51.9,50.3,41.5,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.040986231188,666.655233123055,40.1620172555829,1.45576608389106,NA,3411.71626754729,303.741311738918,198.866926225417,0.00502848824075701,0.604041010331947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020,2020-06-02,"V",13,"C6","N0","W2",NA,"C6N0W2",0.38,0.37,0.4,45.5,42.9,41.7,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6796002351558,1749.96927968691,118.838974785928,NA,NA,4602.39523438972,NA,NA,NA,0.842762911805061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020,2020-06-02,"V",14,"C5","N1","W1",NA,"C5N1W1",0.35,0.33,0.32,35.9,41.8,48.5,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4861509073543,879.962711397376,55.9378005642563,4.4656227341213,NA,3993.36354392335,387.490702508139,171.24511643038,0.00583958258690869,0.663558904666963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020,2020-06-02,"V",15,"C4","N1","W2",NA,"C4N1W2",0.47,0.4,0.35,40.8,42.5,45.3,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5656565656566,1699.86631852005,102.0290341142,12.1387078783331,NA,4190.09029579199,401.024575538405,194.216285023141,0.00514889881598161,0.778855032640512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020,2020-06-02,"V",16,"C6","N1","W1",NA,"C6N1W1",0.4,0.31,0.44,46.2,42.6,48,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0877192982456,1329.16890489478,84.9209770312436,0,NA,4195.80764525574,423.937966488433,181.179037592235,0.0055194023176711,0.768086727671834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020,2020-06-02,"V",17,"C5","N0","W1",NA,"C5N0W1",0.26,0.31,0.24,47.1,43.9,44.6,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1016548463357,851.146247475918,53.9747768332577,0,NA,3236.68745076768,306.576732412903,204.521962681833,0.00488945043792514,0.627016750256703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020,2020-06-02,"V",18,"C4","N2","W2",NA,"C4N2W2",0.35,0.5,0.33,34.6,38.8,36,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1904761904762,1859.32804580193,99.4541886928367,7.67716544295582,NA,4516.96497698273,442.89102157658,190.317276671246,0.00525438371907455,0.842898130886006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020,2020-06-02,"V",19,"C5","N2","W2",NA,"C5N2W2",0.3,0.41,0.36,47.3,48,51.5,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2371134020619,823.329262172055,57.6785840763146,3.68622529811033,NA,3376.65465199648,326.989867620611,167.993301263319,0.00595261830370583,0.54932107341242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020,2020-06-02,"V",20,"C4","N1","W1",NA,"C4N1W1",0.39,0.37,0.37,37.6,35.3,42.4,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7450980392157,1818.56891162262,125.016879795396,18.3133844842285,NA,4883.69377664109,487.796305768684,178.877499401851,0.00559041804220152,0.872557833933631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020,2020-06-02,"V",21,"C6","N2","W2",NA,"C6N2W2",0.33,0.38,0.41,44.6,46.2,44,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0588235294118,1269.46400391794,88.2685966153344,0,NA,3850.95869837297,396.002829623986,163.760604274511,0.00610647478024511,0.648496626736402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020,2020-06-02,"V",22,"C4","N0","W1",NA,"C4N0W1",0.36,0.44,0.41,34.8,43.6,43,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0747663551402,1605.8837310172,96.8845342218765,3.35419159756164,NA,4344.64567411084,437.334981374382,173.895724644166,0.00575057266097972,0.760506834983412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020,2020-06-02,"V",23,"C6","N0","W1",NA,"C6N0W1",0.38,0.5,0.41,40.3,37.3,36.5,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2312312312312,915.705169112955,59.7456665344349,0,NA,3359.70030528295,344.949309232653,168.508466637203,0.00593441991346933,0.581268791663568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020,2020-06-02,"V",24,"C5","N1","W2",NA,"C5N1W2",0.3,0.35,0.3,34.9,43.7,47.3,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0949298813377,638.24732215491,42.7786786053353,2.04651085920586,NA,2770.4475715301,259.312730805181,180.292266227694,0.00554654961592797,0.46752079898558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020,2020-06-02,"V",25,"C6","N1","W2",NA,"C6N1W2",0.34,0.39,0.42,40.8,40.8,39.6,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4009661835749,1075.81751281684,69.2992552240131,0,NA,3707.73911678169,369.926751179285,176.24427480916,0.00567394317394317,0.651974719941019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020,2020-06-02,"V",26,"C5","N2","W1",NA,"C5N2W1",0.31,0.29,0.39,47,43.6,48,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3827160493827,1119.27698492056,78.5118272076276,0,NA,4417.46989162601,455.213894696442,164.471613631989,0.00608007654279804,0.748697638084262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020,2020-06-02,"V",27,"C4","N0","W2",NA,"C4N0W2",0.41,0.43,0.39,46.1,46.7,41.9,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1904761904762,1100.9352949947,59.383782578502,4.14387128578548,NA,2909.69999368679,272.828271349723,180.740209752746,0.00553280313975517,0.493110389902281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2020,2020-06-02,"V",28,"C6","N2","W1",NA,"C6N2W1",0.37,0.41,0.44,43.8,41.6,47.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7912457912458,1244.64404121185,92.4716407662092,16.4509473273219,NA,3859.47882692301,404.000632785704,167.045457243502,0.00598639446113343,0.67486470430352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2020,2020-06-02,"V",29,"C4","N2","W1",NA,"C4N2W1",0.45,0.38,0.38,50.4,49,49.5,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8357487922705,1279.1274568713,77.4494718742324,9.75483627156435,NA,3579.1738185666,348.686295183569,186.404932904403,0.00536466489603493,0.649968454583781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020,2020-06-02,"V",30,"C5","N0","W2",NA,"C5N0W2",0.33,0.26,0.39,35.2,41.4,54.2,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8177339901478,740.902983486899,44.1275551118603,4.3327659853035,NA,3163.85238040685,298.894195047706,175.529343641927,0.00569705314935811,0.524647018751059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020,2020-06-02,"V",31,"C5","N1","W2",NA,"C5N1W2",0.34,0.35,0.3,54,49.2,46.3,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9569160997732,1282.98198498809,89.3390668503689,11.2856461149861,NA,4999.74396509659,506.434922070094,173.934845640069,0.00574927925637939,0.880866799970022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2020,2020-06-02,"V",32,"C6","N1","W1",NA,"C6N1W1",0.37,0.36,0.39,41.2,45.7,41.5,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.334830787661,1309.94806836346,84.0409815929122,0,NA,3642.10425278355,378.752773671213,180.516455286778,0.00553966118164323,0.683711081331627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020,2020-06-02,"V",33,"C5","N2","W2",NA,"C5N2W2",0.31,0.33,0.35,46.7,50.6,45.7,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5555555555555,811.973615679824,52.0135964912281,4.43297697368421,NA,3499.17037417763,345.772203947368,151.732435603182,0.00659054865905697,0.524648586688144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020,2020-06-02,"V",34,"C4","N1","W1",NA,"C4N1W1",0.35,0.44,0.41,42.1,32.3,49.3,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4686318972033,1333.2034274804,115.498366352997,14.6891563285185,NA,4818.30326082183,476.747618007448,189.577821089209,0.0052748786448465,0.903807746313226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020,2020-06-02,"V",35,"C6","N2","W1",NA,"C6N2W1",0.4,0.43,0.37,42.1,32.3,49.3,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0877192982456,1067.96728695791,74.3571067273647,4.83854857173282,NA,3562.16792056013,361.325730106754,170.486429989695,0.00586556947705719,0.616011337893204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020,2020-06-02,"V",36,"C4","N2","W2",NA,"C4N2W2",0.39,0.35,0.44,43.2,41.2,39.9,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6666666666667,1864.34374295378,110.949736941,11.062626832018,NA,4835.92057497181,473.687448327696,184.087663356417,0.00543219454127066,0.872000155239092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020,2020-06-02,"V",37,"C4","N1","W2",NA,"C4N1W2",0.42,0.37,0.4,42.9,40.5,36.2,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3333333333333,1890.51616440222,126.704665100283,16.1793135151701,NA,4409.0293867266,NA,NA,NA,0.856755822519163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020,2020-06-02,"V",38,"C4","N2","W1",NA,"C4N2W1",0.37,0.33,0.38,38.5,41.8,47.4,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2592592592593,2065.46012028,127.346445824707,14.6861875184857,NA,4986.95297249334,504.225771468007,166.097311943516,0.00602056702964625,0.837505452534816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020,2020-06-02,"V",39,"C6","N1","W2",NA,"C6N1W2",0.39,0.37,0.39,44.2,48.4,46.4,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4444444444444,1252.92008828904,91.7615647248986,0,NA,3880.94107170741,411.950854403268,167.709157052493,0.00596270363273604,0.690879305390265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
